Title,Type,Service,Genre,IMDB,ReelGood,Released Year,Seasons
Misfits,tv,Hulu,Comedy,8.2,83.0,2009,5.0
Misfits,tv,Hulu,Science-Fiction,8.2,83.0,2009,5.0
The Sinner,tv,Netflix,Crime,7.9,84.0,2017,3.0
The Sinner,tv,Netflix,Drama,7.9,84.0,2017,3.0
The Sinner,tv,Netflix,Thriller,7.9,84.0,2017,3.0
Dead to Me,tv,Netflix,Drama,8.0,83.0,2019,2.0
Dead to Me,tv,Netflix,Comedy,8.0,83.0,2019,2.0
Dead to Me,tv,Netflix,Mystery,8.0,83.0,2019,2.0
Naruto,tv,Netflix,Anime,8.3,82.0,2002,6.0
Naruto,tv,Netflix,Action & Adventure,8.3,82.0,2002,6.0
Naruto,tv,Netflix,Animation,8.3,82.0,2002,6.0
Naruto,tv,Hulu,Anime,8.3,82.0,2002,6.0
Naruto,tv,Hulu,Action & Adventure,8.3,82.0,2002,6.0
Naruto,tv,Hulu,Animation,8.3,82.0,2002,6.0
Atlanta,tv,Hulu,Musical,8.6,84.0,2016,4.0
Atlanta,tv,Hulu,Drama,8.6,84.0,2016,4.0
Atlanta,tv,Hulu,Comedy,8.6,84.0,2016,4.0
Taboo,tv,Hulu,Drama,8.4,84.0,2017,1.0
Taboo,tv,Hulu,Action & Adventure,8.4,84.0,2017,1.0
Taboo,tv,Hulu,Thriller,8.4,84.0,2017,1.0
Taboo,tv,Hulu,Mystery,8.4,84.0,2017,1.0
The Office,tv,Hulu,Drama,8.5,83.0,2001,
The Office,tv,Hulu,Comedy,8.5,83.0,2001,
Elite,tv,Netflix,Crime,7.6,83.0,2018,
Elite,tv,Netflix,Drama,7.6,83.0,2018,
Elite,tv,Netflix,Thriller,7.6,83.0,2018,
The Killing,tv,Hulu,Crime,8.2,82.0,2011,4.0
The Killing,tv,Hulu,Drama,8.2,82.0,2011,4.0
The Killing,tv,Hulu,Mystery,8.2,82.0,2011,4.0
Star Trek,tv,Netflix,Drama,8.3,83.0,1966,3.0
Star Trek,tv,Netflix,Action & Adventure,8.3,83.0,1966,3.0
Star Trek,tv,Netflix,Science-Fiction,8.3,83.0,1966,3.0
Star Trek,tv,Hulu,Drama,8.3,83.0,1966,3.0
Star Trek,tv,Hulu,Action & Adventure,8.3,83.0,1966,3.0
Star Trek,tv,Hulu,Science-Fiction,8.3,83.0,1966,3.0
Gotham,tv,Netflix,Crime,7.8,83.0,2014,5.0
Gotham,tv,Netflix,Drama,7.8,83.0,2014,5.0
Gotham,tv,Netflix,Action & Adventure,7.8,83.0,2014,5.0
Atypical,tv,Netflix,Romance,8.3,83.0,2017,3.0
Atypical,tv,Netflix,Drama,8.3,83.0,2017,3.0
Atypical,tv,Netflix,Comedy,8.3,83.0,2017,3.0
11.22.63,tv,Hulu,Thriller,8.2,83.0,2016,1.0
11.22.63,tv,Hulu,Science-Fiction,8.2,83.0,2016,1.0
11.22.63,tv,Hulu,Mystery,8.2,83.0,2016,1.0
Criminal Minds,tv,Netflix,Crime,8.1,83.0,2005,15.0
Criminal Minds,tv,Netflix,Drama,8.1,83.0,2005,15.0
Criminal Minds,tv,Netflix,Mystery,8.1,83.0,2005,15.0
Kingdom,tv,Netflix,Drama,8.4,84.0,2019,3.0
Kingdom,tv,Netflix,Action & Adventure,8.4,84.0,2019,3.0
Kingdom,tv,Netflix,Horror,8.4,84.0,2019,3.0
Steins;Gate,tv,Hulu,Anime,8.8,82.0,2011,2.0
Steins;Gate,tv,Hulu,Science-Fiction,8.8,82.0,2011,2.0
Steins;Gate,tv,Hulu,Animation,8.8,82.0,2011,2.0
Veronica Mars,tv,Hulu,Crime,8.3,83.0,2004,4.0
Veronica Mars,tv,Hulu,Drama,8.3,83.0,2004,4.0
Veronica Mars,tv,Hulu,Mystery,8.3,83.0,2004,4.0
Russian Doll,tv,Netflix,Drama,7.9,83.0,2019,1.0
Russian Doll,tv,Netflix,Comedy,7.9,83.0,2019,1.0
Russian Doll,tv,Netflix,Mystery,7.9,83.0,2019,1.0
The Originals,tv,Netflix,Drama,8.2,77.0,2013,5.0
The Originals,tv,Netflix,Fantasy,8.2,77.0,2013,5.0
The Originals,tv,Netflix,Science-Fiction,8.2,77.0,2013,5.0
The OA,tv,Netflix,Drama,7.8,82.0,2016,2.0
The OA,tv,Netflix,Fantasy,7.8,82.0,2016,2.0
The OA,tv,Netflix,Mystery,7.8,82.0,2016,2.0
Unorthodox,tv,Netflix,Drama,8.0,83.0,2020,1.0
After Life,tv,Netflix,Drama,8.4,83.0,2019,2.0
After Life,tv,Netflix,Comedy,8.4,83.0,2019,2.0
Narcos: Mexico,tv,Netflix,Crime,8.4,82.0,2018,2.0
Narcos: Mexico,tv,Netflix,Drama,8.4,82.0,2018,2.0
Narcos: Mexico,tv,Netflix,Action & Adventure,8.4,82.0,2018,2.0
Burn Notice,tv,Hulu,Crime,7.9,82.0,2007,8.0
Burn Notice,tv,Hulu,Drama,7.9,82.0,2007,8.0
Burn Notice,tv,Hulu,Action & Adventure,7.9,82.0,2007,8.0
Tokyo Ghoul,tv,Hulu,Anime,7.9,82.0,2014,4.0
Tokyo Ghoul,tv,Hulu,Action & Adventure,7.9,82.0,2014,4.0
Tokyo Ghoul,tv,Hulu,Animation,7.9,82.0,2014,4.0
Preacher,tv,Hulu,Drama,8.0,82.0,2016,4.0
Preacher,tv,Hulu,Action & Adventure,8.0,82.0,2016,4.0
Preacher,tv,Hulu,Fantasy,8.0,82.0,2016,4.0
Lie to Me,tv,Hulu,Crime,8.0,81.0,2009,
Lie to Me,tv,Hulu,Drama,8.0,81.0,2009,
Lie to Me,tv,Hulu,Mystery,8.0,81.0,2009,
Never Have I Ever,tv,Netflix,Romance,7.9,82.0,2020,2.0
Never Have I Ever,tv,Netflix,Comedy,7.9,82.0,2020,2.0
Big Mouth,tv,Netflix,Romance,8.0,82.0,2017,4.0
Big Mouth,tv,Netflix,Comedy,8.0,82.0,2017,4.0
Big Mouth,tv,Netflix,Animation,8.0,82.0,2017,4.0
Anne with an E,tv,Netflix,Family,8.7,81.0,2017,3.0
Anne with an E,tv,Netflix,Drama,8.7,81.0,2017,3.0
Borgen,tv,Netflix,Drama,8.5,81.0,2010,3.0
Weeds,tv,Netflix,Crime,7.9,81.0,2005,8.0
Weeds,tv,Netflix,Drama,7.9,81.0,2005,8.0
Weeds,tv,Netflix,Comedy,7.9,81.0,2005,8.0
Desperate Housewives,tv,Hulu,Drama,7.5,81.0,2004,8.0
Desperate Housewives,tv,Hulu,Comedy,7.5,81.0,2004,8.0
Desperate Housewives,tv,Hulu,Mystery,7.5,81.0,2004,8.0
Peep Show,tv,Hulu,Comedy,8.6,81.0,2003,
Halt and Catch Fire,tv,Netflix,Drama,8.4,82.0,2014,4.0
The Orville,tv,Hulu,Drama,8.0,81.0,2017,3.0
The Orville,tv,Hulu,Action & Adventure,8.0,81.0,2017,3.0
The Orville,tv,Hulu,Comedy,8.0,81.0,2017,3.0
The Orville,tv,Hulu,Science-Fiction,8.0,81.0,2017,3.0
Smallville,tv,Hulu,Romance,7.5,81.0,2001,11.0
Smallville,tv,Hulu,Drama,7.5,81.0,2001,11.0
Smallville,tv,Hulu,Action & Adventure,7.5,81.0,2001,11.0
iZombie,tv,Netflix,Drama,7.9,81.0,2015,5.0
iZombie,tv,Netflix,Action & Adventure,7.9,81.0,2015,5.0
iZombie,tv,Netflix,Science-Fiction,7.9,81.0,2015,5.0
Lost in Space,tv,Netflix,Family,7.3,81.0,2018,3.0
Lost in Space,tv,Netflix,Drama,7.3,81.0,2018,3.0
Lost in Space,tv,Netflix,Action & Adventure,7.3,81.0,2018,3.0
Lost in Space,tv,Netflix,Science-Fiction,7.3,81.0,2018,3.0
9-1-1,tv,Hulu,Drama,7.7,80.0,2018,
9-1-1,tv,Hulu,Action & Adventure,7.7,80.0,2018,
9-1-1,tv,Hulu,Thriller,7.7,80.0,2018,
NCIS,tv,Netflix,Crime,7.8,81.0,2003,18.0
NCIS,tv,Netflix,Action & Adventure,7.8,81.0,2003,18.0
NCIS,tv,Netflix,Mystery,7.8,81.0,2003,18.0
Castlevania,tv,Netflix,Action & Adventure,8.2,81.0,2017,3.0
Castlevania,tv,Netflix,Fantasy,8.2,81.0,2017,3.0
Castlevania,tv,Netflix,Animation,8.2,81.0,2017,3.0
Revenge,tv,Hulu,Drama,7.8,81.0,2011,4.0
Revenge,tv,Hulu,Thriller,7.8,81.0,2011,4.0
Revenge,tv,Hulu,Mystery,7.8,81.0,2011,4.0
Monty Python's Flying Circus,tv,Netflix,Comedy,8.8,81.0,1969,5.0
The Vietnam War,tv,Netflix,History,9.1,81.0,2017,1.0
The Vietnam War,tv,Netflix,Documentary,9.1,81.0,2017,1.0
RuPaul's Drag Race,tv,Hulu,Reality,8.5,80.0,2009,13.0
RuPaul's Drag Race,tv,Hulu,Game Show,8.5,80.0,2009,13.0
RuPaul's Drag Race,tv,Hulu,LGBTQ,8.5,80.0,2009,13.0
Marvel's Agent Carter,tv,Disney+,Drama,7.9,81.0,2015,3.0
Marvel's Agent Carter,tv,Disney+,Action & Adventure,7.9,81.0,2015,3.0
Marvel's Agent Carter,tv,Disney+,Science-Fiction,7.9,81.0,2015,3.0
Into the Badlands,tv,Netflix,Drama,8.0,80.0,2015,3.0
Into the Badlands,tv,Netflix,Action & Adventure,8.0,80.0,2015,3.0
Chilling Adventures of Sabrina,tv,Netflix,Drama,7.6,81.0,2018,3.0
Chilling Adventures of Sabrina,tv,Netflix,Action & Adventure,7.6,81.0,2018,3.0
Chilling Adventures of Sabrina,tv,Netflix,Fantasy,7.6,81.0,2018,3.0
Fear the Walking Dead,tv,Hulu,Drama,6.9,78.0,2015,5.0
Fear the Walking Dead,tv,Hulu,Action & Adventure,6.9,78.0,2015,5.0
Fear the Walking Dead,tv,Hulu,Science-Fiction,6.9,78.0,2015,5.0
Fear the Walking Dead,tv,Hulu,Horror,6.9,78.0,2015,5.0
Neon Genesis Evangelion,tv,Netflix,Anime,8.5,81.0,1995,1.0
Neon Genesis Evangelion,tv,Netflix,Drama,8.5,81.0,1995,1.0
Neon Genesis Evangelion,tv,Netflix,Action & Adventure,8.5,81.0,1995,1.0
Star Trek: Deep Space Nine,tv,Netflix,Drama,7.9,81.0,1993,7.0
Star Trek: Deep Space Nine,tv,Netflix,Action & Adventure,7.9,81.0,1993,7.0
Star Trek: Deep Space Nine,tv,Netflix,Science-Fiction,7.9,81.0,1993,7.0
Star Trek: Deep Space Nine,tv,Hulu,Drama,7.9,81.0,1993,7.0
Star Trek: Deep Space Nine,tv,Hulu,Action & Adventure,7.9,81.0,1993,7.0
Star Trek: Deep Space Nine,tv,Hulu,Science-Fiction,7.9,81.0,1993,7.0
Food Wars! Shokugeki no Soma,tv,Netflix,Anime,8.2,80.0,2015,6.0
Food Wars! Shokugeki no Soma,tv,Netflix,Comedy,8.2,80.0,2015,6.0
Food Wars! Shokugeki no Soma,tv,Netflix,Animation,8.2,80.0,2015,6.0
Food Wars! Shokugeki no Soma,tv,Hulu,Anime,8.2,80.0,2015,6.0
Food Wars! Shokugeki no Soma,tv,Hulu,Comedy,8.2,80.0,2015,6.0
Food Wars! Shokugeki no Soma,tv,Hulu,Animation,8.2,80.0,2015,6.0
Riverdale,tv,Netflix,Crime,7.0,81.0,2017,5.0
Riverdale,tv,Netflix,Drama,7.0,81.0,2017,5.0
Riverdale,tv,Netflix,Mystery,7.0,81.0,2017,5.0
Elfen Lied,tv,Hulu,Anime,8.0,79.0,2004,1.0
Elfen Lied,tv,Hulu,Drama,8.0,79.0,2004,1.0
Elfen Lied,tv,Hulu,Animation,8.0,79.0,2004,1.0
The Good Doctor,tv,Hulu,Drama,8.2,80.0,2017,3.0
Gossip Girl,tv,Netflix,Romance,7.4,80.0,2007,6.0
Gossip Girl,tv,Netflix,Drama,7.4,80.0,2007,6.0
Gossip Girl,tv,Netflix,Comedy,7.4,80.0,2007,6.0
Angel,tv,Hulu,Drama,7.9,80.0,1999,5.0
Angel,tv,Hulu,Action & Adventure,7.9,80.0,1999,5.0
Angel,tv,Hulu,Comedy,7.9,80.0,1999,5.0
Pose,tv,Netflix,Drama,8.6,81.0,2018,3.0
Pose,tv,Netflix,LGBTQ,8.6,81.0,2018,3.0
"Tiger King: Murder, Mayhem and Madness",tv,Netflix,Crime,7.6,81.0,2020,1.0
"Tiger King: Murder, Mayhem and Madness",tv,Netflix,Documentary,7.6,81.0,2020,1.0
12 Monkeys,tv,Hulu,Drama,7.7,80.0,2015,4.0
12 Monkeys,tv,Hulu,Action & Adventure,7.7,80.0,2015,4.0
12 Monkeys,tv,Hulu,Science-Fiction,7.7,80.0,2015,4.0
Nathan For You,tv,Hulu,Comedy,8.8,81.0,2013,
Nathan For You,tv,Hulu,Documentary,8.8,81.0,2013,
GLOW,tv,Netflix,Drama,8.0,81.0,2017,4.0
GLOW,tv,Netflix,Comedy,8.0,81.0,2017,4.0
GLOW,tv,Netflix,Sport,8.0,81.0,2017,4.0
Haikyu!!,tv,Netflix,Anime,8.7,79.0,2014,4.0
Haikyu!!,tv,Netflix,Sport,8.7,79.0,2014,4.0
Haikyu!!,tv,Netflix,Animation,8.7,79.0,2014,4.0
Haikyu!!,tv,Hulu,Anime,8.7,79.0,2014,4.0
Haikyu!!,tv,Hulu,Sport,8.7,79.0,2014,4.0
Haikyu!!,tv,Hulu,Animation,8.7,79.0,2014,4.0
Fauda,tv,Netflix,Drama,8.2,80.0,2015,3.0
Fauda,tv,Netflix,Action & Adventure,8.2,80.0,2015,3.0
Fauda,tv,Netflix,Thriller,8.2,80.0,2015,3.0
Dirk Gently's Holistic Detective Agency,tv,Hulu,Action & Adventure,8.3,80.0,2016,2.0
Dirk Gently's Holistic Detective Agency,tv,Hulu,Comedy,8.3,80.0,2016,2.0
Dirk Gently's Holistic Detective Agency,tv,Hulu,Science-Fiction,8.3,80.0,2016,2.0
Grace and Frankie,tv,Netflix,Drama,8.3,81.0,2015,7.0
Grace and Frankie,tv,Netflix,Comedy,8.3,81.0,2015,7.0
Grace and Frankie,tv,Netflix,LGBTQ,8.3,81.0,2015,7.0
Good Girls,tv,Netflix,Crime,7.9,83.0,2018,
Good Girls,tv,Netflix,Drama,7.9,83.0,2018,
Good Girls,tv,Netflix,Comedy,7.9,83.0,2018,
Good Girls,tv,Hulu,Crime,7.9,83.0,2018,
Good Girls,tv,Hulu,Drama,7.9,83.0,2018,
Good Girls,tv,Hulu,Comedy,7.9,83.0,2018,
Alias Grace,tv,Netflix,Crime,7.8,80.0,2017,1.0
Alias Grace,tv,Netflix,Drama,7.8,80.0,2017,1.0
Alias Grace,tv,Netflix,Biography,7.8,80.0,2017,1.0
Santa Clarita Diet,tv,Netflix,Comedy,7.8,80.0,2017,3.0
Santa Clarita Diet,tv,Netflix,Horror,7.8,80.0,2017,3.0
Evil,tv,Netflix,Crime,7.6,75.0,2019,
Evil,tv,Netflix,Drama,7.6,75.0,2019,
Evil,tv,Netflix,Mystery,7.6,75.0,2019,
The Fosters,tv,Netflix,Romance,7.9,80.0,2013,5.0
The Fosters,tv,Netflix,Family,7.9,80.0,2013,5.0
The Fosters,tv,Netflix,Drama,7.9,80.0,2013,5.0
The Fosters,tv,Hulu,Romance,7.9,80.0,2013,5.0
The Fosters,tv,Hulu,Family,7.9,80.0,2013,5.0
The Fosters,tv,Hulu,Drama,7.9,80.0,2013,5.0
Dark Matter,tv,Netflix,Drama,7.5,80.0,2015,4.0
Dark Matter,tv,Netflix,Action & Adventure,7.5,80.0,2015,4.0
Dark Matter,tv,Netflix,Thriller,7.5,80.0,2015,4.0
Dark Matter,tv,Netflix,Science-Fiction,7.5,80.0,2015,4.0
Jane the Virgin,tv,Netflix,Family,7.8,79.0,2014,5.0
Jane the Virgin,tv,Netflix,Drama,7.8,79.0,2014,5.0
Unbreakable Kimmy Schmidt,tv,Netflix,Drama,7.6,81.0,2015,4.0
Unbreakable Kimmy Schmidt,tv,Netflix,Comedy,7.6,81.0,2015,4.0
The Tudors,tv,Netflix,Drama,8.1,80.0,2007,4.0
The Tudors,tv,Netflix,Action & Adventure,8.1,80.0,2007,4.0
Boston Legal,tv,Hulu,Crime,8.4,81.0,2004,5.0
Boston Legal,tv,Hulu,Drama,8.4,81.0,2004,5.0
Boston Legal,tv,Hulu,Comedy,8.4,81.0,2004,5.0
Resurrection: Ertugrul,tv,Netflix,History,7.8,80.0,2014,
Resurrection: Ertugrul,tv,Netflix,Drama,7.8,80.0,2014,
Resurrection: Ertugrul,tv,Netflix,Action & Adventure,7.8,80.0,2014,
Cowboy Bebop,tv,Hulu,Anime,8.9,80.0,1998,1.0
Cowboy Bebop,tv,Hulu,Action & Adventure,8.9,80.0,1998,1.0
Cowboy Bebop,tv,Hulu,Animation,8.9,80.0,1998,1.0
A Series of Unfortunate Events,tv,Netflix,Family,7.8,80.0,2017,3.0
A Series of Unfortunate Events,tv,Netflix,Drama,7.8,80.0,2017,3.0
A Series of Unfortunate Events,tv,Netflix,Action & Adventure,7.8,80.0,2017,3.0
Longmire,tv,Netflix,Drama,8.3,80.0,2012,
Longmire,tv,Netflix,Action & Adventure,8.3,80.0,2012,
Blue Bloods,tv,Hulu,Crime,7.6,80.0,2010,11.0
Blue Bloods,tv,Hulu,Drama,7.6,80.0,2010,11.0
Blue Bloods,tv,Hulu,Mystery,7.6,80.0,2010,11.0
The Exorcist,tv,Hulu,Drama,8.1,79.0,2016,2.0
The Exorcist,tv,Hulu,Horror,8.1,79.0,2016,2.0
Marvel's Luke Cage,tv,Netflix,Crime,7.3,80.0,2016,2.0
Marvel's Luke Cage,tv,Netflix,Drama,7.3,80.0,2016,2.0
Marvel's Luke Cage,tv,Netflix,Action & Adventure,7.3,80.0,2016,2.0
The Great,tv,Hulu,Drama,8.1,79.0,2020,1.0
The Great,tv,Hulu,Comedy,8.1,79.0,2020,1.0
The Great,tv,Hulu,Biography,8.1,79.0,2020,1.0
Godless,tv,Netflix,Drama,8.3,80.0,2017,1.0
Stargate SG-1,tv,Hulu,Action & Adventure,8.4,80.0,1997,10.0
Stargate SG-1,tv,Hulu,Fantasy,8.4,80.0,1997,10.0
Stargate SG-1,tv,Hulu,Science-Fiction,8.4,80.0,1997,10.0
One Day at a Time,tv,Netflix,Family,8.2,79.0,2017,14.0
One Day at a Time,tv,Netflix,Comedy,8.2,79.0,2017,14.0
Reign,tv,Netflix,History,7.5,79.0,2013,4.0
Reign,tv,Netflix,Drama,7.5,79.0,2013,4.0
Reign,tv,Netflix,Fantasy,7.5,79.0,2013,4.0
The Venture Bros.,tv,Hulu,Action & Adventure,8.5,80.0,2004,7.0
The Venture Bros.,tv,Hulu,Comedy,8.5,80.0,2004,7.0
The Venture Bros.,tv,Hulu,Animation,8.5,80.0,2004,7.0
The League,tv,Hulu,Drama,8.2,80.0,2009,7.0
The League,tv,Hulu,Comedy,8.2,80.0,2009,7.0
The League,tv,Hulu,Sport,8.2,80.0,2009,7.0
13 Reasons Why,tv,Netflix,Drama,7.7,80.0,2017,4.0
13 Reasons Why,tv,Netflix,Thriller,7.7,80.0,2017,4.0
13 Reasons Why,tv,Netflix,Mystery,7.7,80.0,2017,4.0
Star Wars Rebels,tv,Disney+,Action & Adventure,8.0,79.0,2014,5.0
Star Wars Rebels,tv,Disney+,Science-Fiction,8.0,79.0,2014,5.0
Star Wars Rebels,tv,Disney+,Animation,8.0,79.0,2014,5.0
Star Wars Rebels,tv,Disney+,Children,8.0,79.0,2014,5.0
DC's Legends of Tomorrow,tv,Netflix,Drama,6.8,80.0,2016,6.0
DC's Legends of Tomorrow,tv,Netflix,Action & Adventure,6.8,80.0,2016,6.0
DC's Legends of Tomorrow,tv,Netflix,Science-Fiction,6.8,80.0,2016,6.0
Samurai Champloo,tv,Hulu,Anime,8.5,79.0,2004,1.0
Samurai Champloo,tv,Hulu,Action & Adventure,8.5,79.0,2004,1.0
Samurai Champloo,tv,Hulu,Animation,8.5,79.0,2004,1.0
Maniac,tv,Netflix,Drama,7.8,79.0,2018,1.0
Maniac,tv,Netflix,Comedy,7.8,79.0,2018,1.0
"Love, Victor",tv,Hulu,Drama,8.1,81.0,2020,2.0
"Love, Victor",tv,Hulu,Comedy,8.1,81.0,2020,2.0
"Love, Victor",tv,Hulu,LGBTQ,8.1,81.0,2020,2.0
Broad City,tv,Hulu,Comedy,8.4,80.0,2014,5.0
Star Trek: Voyager,tv,Netflix,Drama,7.8,79.0,1995,7.0
Star Trek: Voyager,tv,Netflix,Action & Adventure,7.8,79.0,1995,7.0
Star Trek: Voyager,tv,Netflix,Science-Fiction,7.8,79.0,1995,7.0
Star Trek: Voyager,tv,Hulu,Drama,7.8,79.0,1995,7.0
Star Trek: Voyager,tv,Hulu,Action & Adventure,7.8,79.0,1995,7.0
Star Trek: Voyager,tv,Hulu,Science-Fiction,7.8,79.0,1995,7.0
PEN15,tv,Hulu,Comedy,7.9,78.0,2019,
Wynonna Earp,tv,Netflix,Drama,7.4,80.0,2016,4.0
Wynonna Earp,tv,Netflix,Action & Adventure,7.4,80.0,2016,4.0
Wynonna Earp,tv,Netflix,LGBTQ,7.4,80.0,2016,4.0
Castle Rock,tv,Hulu,Drama,7.6,79.0,2018,
Castle Rock,tv,Hulu,Fantasy,7.6,79.0,2018,
Castle Rock,tv,Hulu,Horror,7.6,79.0,2018,
Timeless,tv,Hulu,Drama,7.7,79.0,2016,2.0
Timeless,tv,Hulu,Action & Adventure,7.7,79.0,2016,2.0
Timeless,tv,Hulu,Fantasy,7.7,79.0,2016,2.0
Parenthood,tv,Hulu,Drama,8.2,79.0,2010,
Parenthood,tv,Hulu,Comedy,8.2,79.0,2010,
Hell on Wheels,tv,Netflix,Drama,8.3,79.0,2011,
Hell on Wheels,tv,Netflix,Action & Adventure,8.3,79.0,2011,
The Dragon Prince,tv,Netflix,Family,8.4,79.0,2018,3.0
The Dragon Prince,tv,Netflix,Action & Adventure,8.4,79.0,2018,3.0
The Dragon Prince,tv,Netflix,Fantasy,8.4,79.0,2018,3.0
The Dragon Prince,tv,Netflix,Animation,8.4,79.0,2018,3.0
The Inbetweeners,tv,Netflix,Comedy,8.4,80.0,2008,3.0
Law & Order: Special Victims Unit,tv,Hulu,Drama,8.0,79.0,1999,23.0
Law & Order: Special Victims Unit,tv,Hulu,Action & Adventure,8.0,79.0,1999,23.0
Law & Order: Special Victims Unit,tv,Hulu,Thriller,8.0,79.0,1999,23.0
I Am Not Okay with This,tv,Netflix,Drama,7.6,80.0,2020,1.0
I Am Not Okay with This,tv,Netflix,Action & Adventure,7.6,80.0,2020,1.0
I Am Not Okay with This,tv,Netflix,Comedy,7.6,80.0,2020,1.0
Superstore,tv,Hulu,Comedy,7.8,79.0,2015,
Scandal,tv,Hulu,Crime,7.7,80.0,2012,7.0
Scandal,tv,Hulu,Romance,7.7,80.0,2012,7.0
Scandal,tv,Hulu,Drama,7.7,80.0,2012,7.0
Ratched,tv,Netflix,Crime,7.5,76.0,2020,
Ratched,tv,Netflix,Drama,7.5,76.0,2020,
Ratched,tv,Netflix,Mystery,7.5,76.0,2020,
Marvel's The Defenders,tv,Netflix,Crime,7.3,79.0,2017,1.0
Marvel's The Defenders,tv,Netflix,Action & Adventure,7.3,79.0,2017,1.0
Marvel's The Defenders,tv,Netflix,Fantasy,7.3,79.0,2017,1.0
Colony,tv,Netflix,Drama,7.4,79.0,2016,3.0
Colony,tv,Netflix,Action & Adventure,7.4,79.0,2016,3.0
Colony,tv,Netflix,Fantasy,7.4,79.0,2016,3.0
American Vandal,tv,Netflix,Crime,8.2,80.0,2017,2.0
American Vandal,tv,Netflix,Comedy,8.2,80.0,2017,2.0
American Vandal,tv,Netflix,Mystery,8.2,80.0,2017,2.0
The Dark Crystal: Age of Resistance,tv,Netflix,Family,8.5,79.0,2019,1.0
The Dark Crystal: Age of Resistance,tv,Netflix,Drama,8.5,79.0,2019,1.0
The Dark Crystal: Age of Resistance,tv,Netflix,Action & Adventure,8.5,79.0,2019,1.0
Wild Wild Country,tv,Netflix,Crime,8.2,79.0,2018,1.0
Wild Wild Country,tv,Netflix,Cult,8.2,79.0,2018,1.0
Wild Wild Country,tv,Netflix,Documentary,8.2,79.0,2018,1.0
Everybody Hates Chris,tv,Hulu,Comedy,7.4,79.0,2005,4.0
Delhi Crime,tv,Netflix,Crime,8.5,79.0,2019,
Delhi Crime,tv,Netflix,Drama,8.5,79.0,2019,
The Last Ship,tv,Hulu,Drama,7.5,79.0,2014,5.0
The Last Ship,tv,Hulu,Action & Adventure,7.5,79.0,2014,5.0
The Last Ship,tv,Hulu,Fantasy,7.5,79.0,2014,5.0
The Shannara Chronicles,tv,Netflix,Action & Adventure,7.2,79.0,2016,2.0
The Shannara Chronicles,tv,Netflix,Fantasy,7.2,79.0,2016,2.0
The Shannara Chronicles,tv,Netflix,Science-Fiction,7.2,79.0,2016,2.0
You're the Worst,tv,Hulu,Romance,8.1,78.0,2014,5.0
You're the Worst,tv,Hulu,Drama,8.1,78.0,2014,5.0
You're the Worst,tv,Hulu,Comedy,8.1,78.0,2014,5.0
Rectify,tv,Netflix,Drama,8.3,79.0,2013,4.0
Hart of Dixie,tv,Netflix,Romance,7.7,77.0,2011,4.0
Hart of Dixie,tv,Netflix,Drama,7.7,77.0,2011,4.0
Hart of Dixie,tv,Netflix,Comedy,7.7,77.0,2011,4.0
Saturday Night Live,tv,Hulu,Comedy,8.1,74.0,1975,
Call the Midwife,tv,Netflix,History,8.4,79.0,2012,11.0
Call the Midwife,tv,Netflix,History,8.4,79.0,2012,11.0
Call the Midwife,tv,Netflix,Family,8.4,79.0,2012,11.0
Call the Midwife,tv,Netflix,Family,8.4,79.0,2012,11.0
Call the Midwife,tv,Netflix,Drama,8.4,79.0,2012,11.0
Call the Midwife,tv,Netflix,Drama,8.4,79.0,2012,11.0
Kingdom,tv,Netflix,Drama,8.5,82.0,2014,3.0
Kingdom,tv,Netflix,Sport,8.5,82.0,2014,3.0
My Name Is Earl,tv,Hulu,Comedy,7.7,79.0,2005,4.0
Bleach,tv,Netflix,Anime,8.1,78.0,2004,17.0
Bleach,tv,Netflix,Action & Adventure,8.1,78.0,2004,17.0
Bleach,tv,Netflix,Animation,8.1,78.0,2004,17.0
Bleach,tv,Hulu,Anime,8.1,78.0,2004,17.0
Bleach,tv,Hulu,Action & Adventure,8.1,78.0,2004,17.0
Bleach,tv,Hulu,Animation,8.1,78.0,2004,17.0
Locke & Key,tv,Netflix,Drama,7.4,78.0,2020,2.0
Locke & Key,tv,Netflix,Fantasy,7.4,78.0,2020,2.0
Locke & Key,tv,Netflix,Horror,7.4,78.0,2020,2.0
Younger,tv,Hulu,Romance,7.8,77.0,2015,7.0
Younger,tv,Hulu,Drama,7.8,77.0,2015,7.0
Younger,tv,Hulu,Comedy,7.8,77.0,2015,7.0
Marco Polo,tv,Netflix,History,8.0,78.0,2014,2.0
Marco Polo,tv,Netflix,Drama,8.0,78.0,2014,2.0
Marco Polo,tv,Netflix,Action & Adventure,8.0,78.0,2014,2.0
HAPPY!,tv,Netflix,Action & Adventure,8.2,78.0,2017,2.0
HAPPY!,tv,Netflix,Comedy,8.2,78.0,2017,2.0
HAPPY!,tv,Netflix,Fantasy,8.2,78.0,2017,2.0
Mystery Science Theater 3000,tv,Netflix,Comedy,8.5,79.0,1988,12.0
Mystery Science Theater 3000,tv,Netflix,Fantasy,8.5,79.0,1988,12.0
Mystery Science Theater 3000,tv,Netflix,Science-Fiction,8.5,79.0,1988,12.0
Mystery Science Theater 3000,tv,Hulu,Comedy,8.5,79.0,1988,12.0
Mystery Science Theater 3000,tv,Hulu,Fantasy,8.5,79.0,1988,12.0
Mystery Science Theater 3000,tv,Hulu,Science-Fiction,8.5,79.0,1988,12.0
